id,source,status,initial_wrong,verified_success,note
98,mmlu_abstract_algebra,Failed (Verification),2,0,All candidates failed
99,mmlu_abstract_algebra,Success,3,2,
100,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
101,mmlu_anatomy,Success,2,2,
102,mmlu_anatomy,Skipped (All Correct),0,0,
103,mmlu_anatomy,Success,5,1,
104,mmlu_anatomy,Skipped (All Correct),0,0,
105,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
106,mmlu_anatomy,Success,1,1,
107,mmlu_anatomy,Success,1,1,
108,mmlu_anatomy,Success,4,2,
109,mmlu_anatomy,Skipped (All Correct),0,0,
110,mmlu_anatomy,Success,2,1,
111,mmlu_anatomy,Success,1,1,
112,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
113,mmlu_anatomy,Skipped (All Correct),0,0,
114,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
115,mmlu_anatomy,Skipped (All Correct),0,0,
116,mmlu_anatomy,Skipped (All Correct),0,0,
117,mmlu_anatomy,Skipped (All Correct),0,0,
118,mmlu_anatomy,Skipped (All Correct),0,0,
119,mmlu_anatomy,Skipped (All Correct),0,0,
120,mmlu_anatomy,Skipped (All Correct),0,0,
121,mmlu_anatomy,Success,2,2,
122,mmlu_anatomy,Success,4,1,
123,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
124,mmlu_anatomy,Success,3,1,
125,mmlu_anatomy,Failed (Verification),3,0,All candidates failed
126,mmlu_anatomy,Skipped (All Correct),0,0,
127,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
128,mmlu_anatomy,Skipped (All Correct),0,0,
129,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
130,mmlu_anatomy,Skipped (All Correct),0,0,
131,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
132,mmlu_anatomy,Skipped (All Correct),0,0,
133,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
134,mmlu_anatomy,Success,2,1,
135,mmlu_anatomy,Success,5,1,
136,mmlu_anatomy,Skipped (All Correct),0,0,
137,mmlu_anatomy,Skipped (All Correct),0,0,
138,mmlu_anatomy,Skipped (All Correct),0,0,
139,mmlu_anatomy,Skipped (All Correct),0,0,
140,mmlu_anatomy,Skipped (All Correct),0,0,
141,mmlu_anatomy,Success,5,1,
142,mmlu_anatomy,Skipped (All Correct),0,0,
143,mmlu_anatomy,Failed (Verification),3,0,All candidates failed
144,mmlu_anatomy,Success,3,1,
145,mmlu_anatomy,Success,1,1,
146,mmlu_anatomy,Skipped (All Correct),0,0,
147,mmlu_anatomy,Skipped (All Correct),0,0,
148,mmlu_anatomy,Skipped (All Correct),0,0,
149,mmlu_anatomy,Skipped (All Correct),0,0,
150,mmlu_anatomy,Skipped (All Correct),0,0,
151,mmlu_anatomy,Skipped (All Correct),0,0,
152,mmlu_anatomy,Skipped (All Correct),0,0,
153,mmlu_anatomy,Skipped (All Correct),0,0,
154,mmlu_anatomy,Skipped (All Correct),0,0,
155,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
156,mmlu_anatomy,Skipped (All Correct),0,0,
157,mmlu_anatomy,Skipped (All Correct),0,0,
158,mmlu_anatomy,Skipped (All Correct),0,0,
159,mmlu_anatomy,Failed (Verification),1,0,All candidates failed
160,mmlu_anatomy,Skipped (All Correct),0,0,
161,mmlu_anatomy,Skipped (All Correct),0,0,
162,mmlu_anatomy,Skipped (All Correct),0,0,
163,mmlu_anatomy,Skipped (All Correct),0,0,
164,mmlu_anatomy,Success,5,2,
165,mmlu_anatomy,Skipped (All Correct),0,0,
166,mmlu_anatomy,Skipped (All Correct),0,0,
167,mmlu_anatomy,Success,2,2,
168,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
169,mmlu_anatomy,Failed (Verification),3,0,All candidates failed
170,mmlu_anatomy,Failed (Verification),2,0,All candidates failed
171,mmlu_anatomy,Skipped (All Correct),0,0,
172,mmlu_anatomy,Failed (Verification),2,0,All candidates failed
173,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
174,mmlu_anatomy,Success,1,1,
175,mmlu_anatomy,Skipped (All Correct),0,0,
176,mmlu_anatomy,Skipped (All Correct),0,0,
177,mmlu_anatomy,Skipped (All Correct),0,0,
178,mmlu_anatomy,Skipped (All Correct),0,0,
179,mmlu_anatomy,Success,2,1,
180,mmlu_anatomy,Skipped (All Correct),0,0,
181,mmlu_anatomy,Success,3,3,
182,mmlu_anatomy,Success,2,2,
183,mmlu_anatomy,Skipped (All Correct),0,0,
184,mmlu_anatomy,Skipped (All Correct),0,0,
185,mmlu_anatomy,Success,3,1,
186,mmlu_anatomy,Success,1,1,
187,mmlu_anatomy,Skipped (All Correct),0,0,
188,mmlu_anatomy,Skipped (All Correct),0,0,
189,mmlu_anatomy,Skipped (All Correct),0,0,
190,mmlu_anatomy,Success,1,1,
191,mmlu_anatomy,Success,4,1,
192,mmlu_anatomy,Success,4,2,
193,mmlu_anatomy,Skipped (All Correct),0,0,
194,mmlu_anatomy,Success,3,1,
195,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
196,mmlu_anatomy,Success,3,2,
197,mmlu_anatomy,Failed (Verification),3,0,All candidates failed
198,mmlu_anatomy,Success,1,1,
199,mmlu_anatomy,Skipped (All Correct),0,0,
200,mmlu_anatomy,Skipped (All Correct),0,0,
201,mmlu_anatomy,Skipped (All Correct),0,0,
202,mmlu_anatomy,Skipped (All Correct),0,0,
203,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
204,mmlu_anatomy,Success,3,1,
205,mmlu_anatomy,Failed (Verification),3,0,All candidates failed
206,mmlu_anatomy,Skipped (All Correct),0,0,
207,mmlu_anatomy,Success,5,1,
208,mmlu_anatomy,Skipped (All Correct),0,0,
209,mmlu_anatomy,Skipped (All Correct),0,0,
210,mmlu_anatomy,Success,1,1,
211,mmlu_anatomy,Success,3,3,
212,mmlu_anatomy,Skipped (All Correct),0,0,
213,mmlu_anatomy,Skipped (All Correct),0,0,
214,mmlu_anatomy,Skipped (All Correct),0,0,
215,mmlu_anatomy,Skipped (All Correct),0,0,
216,mmlu_anatomy,Success,2,1,
217,mmlu_anatomy,Skipped (All Correct),0,0,
218,mmlu_anatomy,Success,3,1,
219,mmlu_anatomy,Success,1,1,
220,mmlu_anatomy,Skipped (All Correct),0,0,
221,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
222,mmlu_anatomy,Skipped (All Correct),0,0,
223,mmlu_anatomy,Skipped (All Correct),0,0,
224,mmlu_anatomy,Skipped (All Correct),0,0,
225,mmlu_anatomy,Success,4,1,
226,mmlu_anatomy,Skipped (All Correct),0,0,
227,mmlu_anatomy,Skipped (All Correct),0,0,
228,mmlu_anatomy,Skipped (All Correct),0,0,
229,mmlu_anatomy,Success,5,1,
230,mmlu_anatomy,Skipped (All Correct),0,0,
231,mmlu_anatomy,Skipped (All Correct),0,0,
232,mmlu_anatomy,Skipped (All Correct),0,0,
233,mmlu_anatomy,Skipped (All Correct),0,0,
234,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
235,mmlu_astronomy,Skipped (All Correct),0,0,
236,mmlu_astronomy,Skipped (All Correct),0,0,
237,mmlu_astronomy,Skipped (All Correct),0,0,
238,mmlu_astronomy,Success,1,1,
239,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
240,mmlu_astronomy,Skipped (All Correct),0,0,
241,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
242,mmlu_astronomy,Skipped (All Correct),0,0,
243,mmlu_astronomy,Skipped (All Correct),0,0,
244,mmlu_astronomy,Skipped (All Correct),0,0,
245,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
246,mmlu_astronomy,Skipped (All Correct),0,0,
247,mmlu_astronomy,Skipped (All Correct),0,0,
248,mmlu_astronomy,Skipped (All Correct),0,0,
249,mmlu_astronomy,Success,2,2,
250,mmlu_astronomy,Skipped (All Correct),0,0,
251,mmlu_astronomy,Skipped (All Correct),0,0,
252,mmlu_astronomy,Skipped (All Correct),0,0,
253,mmlu_astronomy,Skipped (All Correct),0,0,
254,mmlu_astronomy,Success,3,3,
255,mmlu_astronomy,Skipped (All Correct),0,0,
256,mmlu_astronomy,Skipped (All Correct),0,0,
257,mmlu_astronomy,Success,5,1,
258,mmlu_astronomy,Skipped (All Correct),0,0,
259,mmlu_astronomy,Success,2,1,
260,mmlu_astronomy,Skipped (All Correct),0,0,
261,mmlu_astronomy,Success,5,1,
262,mmlu_astronomy,Skipped (All Correct),0,0,
263,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
264,mmlu_astronomy,Skipped (All Correct),0,0,
265,mmlu_astronomy,Skipped (All Correct),0,0,
266,mmlu_astronomy,Skipped (All Correct),0,0,
267,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
268,mmlu_astronomy,Success,1,1,
269,mmlu_astronomy,Skipped (All Correct),0,0,
270,mmlu_astronomy,Skipped (All Correct),0,0,
271,mmlu_astronomy,Success,1,1,
272,mmlu_astronomy,Skipped (All Correct),0,0,
273,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
274,mmlu_astronomy,Success,3,3,
275,mmlu_astronomy,Skipped (All Correct),0,0,
276,mmlu_astronomy,Skipped (All Correct),0,0,
277,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
278,mmlu_astronomy,Success,5,1,
279,mmlu_astronomy,Success,2,2,
280,mmlu_astronomy,Skipped (All Correct),0,0,
281,mmlu_astronomy,Skipped (All Correct),0,0,
282,mmlu_astronomy,Success,5,4,
283,mmlu_astronomy,Skipped (All Correct),0,0,
284,mmlu_astronomy,Skipped (All Correct),0,0,
285,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
286,mmlu_astronomy,Skipped (All Correct),0,0,
287,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
288,mmlu_astronomy,Success,5,1,
289,mmlu_astronomy,Skipped (All Correct),0,0,
290,mmlu_astronomy,Skipped (All Correct),0,0,
291,mmlu_astronomy,Skipped (All Correct),0,0,
292,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
293,mmlu_astronomy,Success,2,1,
294,mmlu_astronomy,Skipped (All Correct),0,0,
295,mmlu_astronomy,Skipped (All Correct),0,0,
296,mmlu_astronomy,Skipped (All Correct),0,0,
297,mmlu_astronomy,Skipped (All Correct),0,0,
298,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
299,mmlu_astronomy,Success,2,1,
300,mmlu_astronomy,Success,1,1,
301,mmlu_astronomy,Skipped (All Correct),0,0,
302,mmlu_astronomy,Skipped (All Correct),0,0,
303,mmlu_astronomy,Skipped (All Correct),0,0,
304,mmlu_astronomy,Skipped (All Correct),0,0,
305,mmlu_astronomy,Skipped (All Correct),0,0,
306,mmlu_astronomy,Skipped (All Correct),0,0,
307,mmlu_astronomy,Skipped (All Correct),0,0,
308,mmlu_astronomy,Skipped (All Correct),0,0,
309,mmlu_astronomy,Skipped (All Correct),0,0,
310,mmlu_astronomy,Skipped (All Correct),0,0,
311,mmlu_astronomy,Skipped (All Correct),0,0,
312,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
313,mmlu_astronomy,Skipped (All Correct),0,0,
314,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
315,mmlu_astronomy,Success,1,1,
316,mmlu_astronomy,Skipped (All Correct),0,0,
317,mmlu_astronomy,Skipped (All Correct),0,0,
318,mmlu_astronomy,Success,3,2,
319,mmlu_astronomy,Skipped (All Correct),0,0,
320,mmlu_astronomy,Skipped (All Correct),0,0,
321,mmlu_astronomy,Skipped (All Correct),0,0,
322,mmlu_astronomy,Success,2,2,
323,mmlu_astronomy,Success,4,2,
324,mmlu_astronomy,Skipped (All Correct),0,0,
325,mmlu_astronomy,Success,1,1,
326,mmlu_astronomy,Success,5,1,
327,mmlu_astronomy,Skipped (All Correct),0,0,
328,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
329,mmlu_astronomy,Success,5,3,
330,mmlu_astronomy,Skipped (All Correct),0,0,
331,mmlu_astronomy,Skipped (All Correct),0,0,
332,mmlu_astronomy,Skipped (All Correct),0,0,
333,mmlu_astronomy,Success,1,1,
334,mmlu_astronomy,Skipped (All Correct),0,0,
335,mmlu_astronomy,Success,1,1,
336,mmlu_astronomy,Success,3,1,
337,mmlu_astronomy,Skipped (All Correct),0,0,
338,mmlu_astronomy,Success,2,2,
339,mmlu_astronomy,Success,3,3,
340,mmlu_astronomy,Skipped (All Correct),0,0,
341,mmlu_astronomy,Skipped (All Correct),0,0,
342,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
343,mmlu_astronomy,Skipped (All Correct),0,0,
344,mmlu_astronomy,Success,1,1,
345,mmlu_astronomy,Skipped (All Correct),0,0,
346,mmlu_astronomy,Skipped (All Correct),0,0,
347,mmlu_astronomy,Skipped (All Correct),0,0,
348,mmlu_astronomy,Skipped (All Correct),0,0,
349,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
350,mmlu_astronomy,Skipped (All Correct),0,0,
351,mmlu_astronomy,Success,1,1,
352,mmlu_astronomy,Skipped (All Correct),0,0,
353,mmlu_astronomy,Skipped (All Correct),0,0,
354,mmlu_astronomy,Skipped (All Correct),0,0,
355,mmlu_astronomy,Skipped (All Correct),0,0,
356,mmlu_astronomy,Skipped (All Correct),0,0,
357,mmlu_astronomy,Skipped (All Correct),0,0,
358,mmlu_astronomy,Skipped (All Correct),0,0,
359,mmlu_astronomy,Skipped (All Correct),0,0,
360,mmlu_astronomy,Skipped (All Correct),0,0,
361,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
362,mmlu_astronomy,Skipped (All Correct),0,0,
363,mmlu_astronomy,Skipped (All Correct),0,0,
364,mmlu_astronomy,Success,1,1,
365,mmlu_astronomy,Success,2,2,
366,mmlu_astronomy,Skipped (All Correct),0,0,
367,mmlu_astronomy,Skipped (All Correct),0,0,
368,mmlu_astronomy,Skipped (All Correct),0,0,
369,mmlu_astronomy,Success,1,1,
370,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
371,mmlu_astronomy,Success,1,1,
372,mmlu_astronomy,Skipped (All Correct),0,0,
373,mmlu_astronomy,Skipped (All Correct),0,0,
374,mmlu_astronomy,Success,2,2,
375,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
376,mmlu_astronomy,Skipped (All Correct),0,0,
377,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
378,mmlu_astronomy,Skipped (All Correct),0,0,
379,mmlu_astronomy,Skipped (All Correct),0,0,
380,mmlu_astronomy,Skipped (All Correct),0,0,
381,mmlu_astronomy,Skipped (All Correct),0,0,
382,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
383,mmlu_astronomy,Skipped (All Correct),0,0,
384,mmlu_astronomy,Success,5,1,
385,mmlu_astronomy,Skipped (All Correct),0,0,
386,mmlu_astronomy,Skipped (All Correct),0,0,
387,mmlu_business_ethics,Skipped (All Correct),0,0,
388,mmlu_business_ethics,Success,1,1,
389,mmlu_business_ethics,Skipped (All Correct),0,0,
390,mmlu_business_ethics,Skipped (All Correct),0,0,
391,mmlu_business_ethics,Skipped (All Correct),0,0,
392,mmlu_business_ethics,Success,1,1,
393,mmlu_business_ethics,Success,4,4,
394,mmlu_business_ethics,Skipped (All Correct),0,0,
395,mmlu_business_ethics,Success,3,2,
396,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
397,mmlu_business_ethics,Skipped (All Correct),0,0,
398,mmlu_business_ethics,Success,1,1,
399,mmlu_business_ethics,Skipped (All Correct),0,0,
400,mmlu_business_ethics,Skipped (All Correct),0,0,
401,mmlu_business_ethics,Skipped (All Correct),0,0,
402,mmlu_business_ethics,Skipped (All Correct),0,0,
403,mmlu_business_ethics,Success,1,1,
404,mmlu_business_ethics,Skipped (All Correct),0,0,
405,mmlu_business_ethics,Skipped (All Correct),0,0,
406,mmlu_business_ethics,Success,3,1,
407,mmlu_business_ethics,Success,3,2,
408,mmlu_business_ethics,Skipped (All Correct),0,0,
409,mmlu_business_ethics,Skipped (All Correct),0,0,
410,mmlu_business_ethics,Success,2,1,
411,mmlu_business_ethics,Skipped (All Correct),0,0,
412,mmlu_business_ethics,Success,1,1,
413,mmlu_business_ethics,Skipped (All Correct),0,0,
414,mmlu_business_ethics,Success,1,1,
415,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
416,mmlu_business_ethics,Skipped (All Correct),0,0,
417,mmlu_business_ethics,Skipped (All Correct),0,0,
418,mmlu_business_ethics,Skipped (All Correct),0,0,
419,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
420,mmlu_business_ethics,Skipped (All Correct),0,0,
421,mmlu_business_ethics,Skipped (All Correct),0,0,
422,mmlu_business_ethics,Skipped (All Correct),0,0,
423,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
424,mmlu_business_ethics,Skipped (All Correct),0,0,
425,mmlu_business_ethics,Skipped (All Correct),0,0,
426,mmlu_business_ethics,Skipped (All Correct),0,0,
427,mmlu_business_ethics,Success,4,2,
428,mmlu_business_ethics,Success,2,2,
429,mmlu_business_ethics,Success,1,1,
430,mmlu_business_ethics,Skipped (All Correct),0,0,
431,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
432,mmlu_business_ethics,Skipped (All Correct),0,0,
433,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
434,mmlu_business_ethics,Skipped (All Correct),0,0,
435,mmlu_business_ethics,Skipped (All Correct),0,0,
436,mmlu_business_ethics,Success,1,1,
437,mmlu_business_ethics,Skipped (All Correct),0,0,
438,mmlu_business_ethics,Success,3,1,
439,mmlu_business_ethics,Skipped (All Correct),0,0,
440,mmlu_business_ethics,Skipped (All Correct),0,0,
441,mmlu_business_ethics,Success,1,1,
442,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
443,mmlu_business_ethics,Skipped (All Correct),0,0,
444,mmlu_business_ethics,Skipped (All Correct),0,0,
445,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
446,mmlu_business_ethics,Success,5,1,
447,mmlu_business_ethics,Skipped (All Correct),0,0,
448,mmlu_business_ethics,Skipped (All Correct),0,0,
449,mmlu_business_ethics,Success,3,1,
450,mmlu_business_ethics,Skipped (All Correct),0,0,
451,mmlu_business_ethics,Success,3,2,
452,mmlu_business_ethics,Success,1,1,
453,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
454,mmlu_business_ethics,Skipped (All Correct),0,0,
455,mmlu_business_ethics,Skipped (All Correct),0,0,
456,mmlu_business_ethics,Success,4,3,
457,mmlu_business_ethics,Success,5,2,
458,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
459,mmlu_business_ethics,Skipped (All Correct),0,0,
460,mmlu_business_ethics,Success,4,1,
461,mmlu_business_ethics,Success,2,1,
462,mmlu_business_ethics,Skipped (All Correct),0,0,
463,mmlu_business_ethics,Skipped (All Correct),0,0,
464,mmlu_business_ethics,Skipped (All Correct),0,0,
465,mmlu_business_ethics,Skipped (All Correct),0,0,
466,mmlu_business_ethics,Success,1,1,
467,mmlu_business_ethics,Success,4,2,
468,mmlu_business_ethics,Success,2,2,
469,mmlu_business_ethics,Skipped (All Correct),0,0,
470,mmlu_business_ethics,Success,3,1,
471,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
472,mmlu_business_ethics,Skipped (All Correct),0,0,
473,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
474,mmlu_business_ethics,Skipped (All Correct),0,0,
475,mmlu_business_ethics,Skipped (All Correct),0,0,
476,mmlu_business_ethics,Skipped (All Correct),0,0,
477,mmlu_business_ethics,Success,5,2,
478,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
479,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
480,mmlu_business_ethics,Skipped (All Correct),0,0,
481,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
482,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
483,mmlu_business_ethics,Skipped (All Correct),0,0,
484,mmlu_business_ethics,Success,3,1,
485,mmlu_business_ethics,Skipped (All Correct),0,0,
486,mmlu_business_ethics,Skipped (All Correct),0,0,
487,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
488,mmlu_clinical_knowledge,Success,2,2,
489,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
490,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
491,mmlu_clinical_knowledge,Success,1,1,
492,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
493,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
494,mmlu_clinical_knowledge,Success,2,1,
495,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
496,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
497,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
498,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
499,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
500,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
501,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
502,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
503,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
504,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
505,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
506,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
507,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
508,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
509,mmlu_clinical_knowledge,Success,5,1,
510,mmlu_clinical_knowledge,Success,1,1,
511,mmlu_clinical_knowledge,Success,1,1,
512,mmlu_clinical_knowledge,Success,1,1,
513,mmlu_clinical_knowledge,Success,1,1,
514,mmlu_clinical_knowledge,Success,3,2,
515,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
516,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
517,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
518,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
519,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
