id,source,status,initial_wrong,verified_success,note
101,mmlu_high_school_chemistry,Success,5,2,
102,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
103,mmlu_high_school_chemistry,Success,1,1,
104,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
105,mmlu_high_school_chemistry,Failed (Verification),3,0,All candidates failed
106,mmlu_high_school_chemistry,Success,5,4,
107,mmlu_high_school_chemistry,Success,1,1,
108,mmlu_high_school_chemistry,Failed (Verification),3,0,All candidates failed
109,mmlu_high_school_chemistry,Failed (Verification),4,0,All candidates failed
110,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
111,mmlu_high_school_chemistry,Success,1,1,
112,mmlu_high_school_chemistry,Success,2,1,
113,mmlu_high_school_chemistry,Success,4,1,
114,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
115,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
116,mmlu_high_school_chemistry,Success,5,1,
117,mmlu_high_school_chemistry,Success,2,1,
118,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
119,mmlu_high_school_chemistry,Failed (Verification),2,0,All candidates failed
120,mmlu_high_school_chemistry,Success,3,1,
121,mmlu_high_school_chemistry,Success,2,2,
122,mmlu_high_school_chemistry,Failed (Verification),5,0,All candidates failed
123,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
124,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
125,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
126,mmlu_high_school_chemistry,Success,3,2,
127,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
128,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
129,mmlu_high_school_chemistry,Success,2,1,
130,mmlu_high_school_chemistry,Failed (Verification),5,0,All candidates failed
131,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
132,mmlu_high_school_chemistry,Success,2,1,
133,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
134,mmlu_high_school_chemistry,Success,2,2,
135,mmlu_high_school_chemistry,Success,5,4,
136,mmlu_high_school_chemistry,Failed (Verification),2,0,All candidates failed
137,mmlu_high_school_chemistry,Success,1,1,
138,mmlu_high_school_chemistry,Failed (Verification),1,0,All candidates failed
139,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
140,mmlu_high_school_chemistry,Failed (Verification),4,0,All candidates failed
141,mmlu_high_school_chemistry,Failed (Verification),5,0,All candidates failed
142,mmlu_high_school_chemistry,Failed (Verification),2,0,All candidates failed
143,mmlu_high_school_chemistry,Success,2,1,
144,mmlu_high_school_chemistry,Success,4,3,
145,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
146,mmlu_high_school_chemistry,Success,2,2,
147,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
148,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
149,mmlu_high_school_chemistry,Success,2,1,
150,mmlu_high_school_chemistry,Success,3,3,
151,mmlu_high_school_chemistry,Success,1,1,
152,mmlu_high_school_chemistry,Failed (Verification),4,0,All candidates failed
153,mmlu_high_school_chemistry,Success,1,1,
154,mmlu_high_school_chemistry,Success,4,2,
155,mmlu_high_school_chemistry,Success,1,1,
156,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
157,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
158,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
159,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
160,mmlu_high_school_chemistry,Success,3,1,
161,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
162,mmlu_high_school_chemistry,Failed (Verification),2,0,All candidates failed
163,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
164,mmlu_high_school_chemistry,Success,1,1,
165,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
166,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
167,mmlu_high_school_chemistry,Success,1,1,
168,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
169,mmlu_high_school_chemistry,Success,3,2,
170,mmlu_high_school_chemistry,Success,1,1,
171,mmlu_high_school_chemistry,Failed (Verification),1,0,All candidates failed
172,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
173,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
174,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
175,mmlu_high_school_chemistry,Success,1,1,
176,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
177,mmlu_high_school_chemistry,Success,1,1,
178,mmlu_high_school_chemistry,Failed (Verification),3,0,All candidates failed
179,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
180,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
181,mmlu_high_school_chemistry,Failed (Verification),4,0,All candidates failed
182,mmlu_high_school_chemistry,Failed (Verification),5,0,All candidates failed
183,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
184,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
185,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
186,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
187,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
188,mmlu_high_school_chemistry,Failed (Verification),1,0,All candidates failed
189,mmlu_high_school_chemistry,Success,4,1,
190,mmlu_high_school_chemistry,Success,2,1,
191,mmlu_high_school_chemistry,Success,1,1,
192,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
193,mmlu_high_school_chemistry,Failed (Verification),5,0,All candidates failed
194,mmlu_high_school_chemistry,Success,4,1,
195,mmlu_high_school_chemistry,Failed (Verification),1,0,All candidates failed
196,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
197,mmlu_high_school_chemistry,Success,2,2,
198,mmlu_high_school_chemistry,Failed (Verification),4,0,All candidates failed
199,mmlu_high_school_chemistry,Skipped (All Correct),0,0,
200,mmlu_high_school_physics,Skipped (All Correct),0,0,
201,mmlu_high_school_physics,Success,5,1,
202,mmlu_high_school_physics,Skipped (All Correct),0,0,
203,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
204,mmlu_high_school_physics,Success,4,2,
205,mmlu_high_school_physics,Skipped (All Correct),0,0,
206,mmlu_high_school_physics,Skipped (All Correct),0,0,
207,mmlu_high_school_physics,Success,1,1,
208,mmlu_high_school_physics,Skipped (All Correct),0,0,
209,mmlu_high_school_physics,Skipped (All Correct),0,0,
210,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
211,mmlu_high_school_physics,Skipped (All Correct),0,0,
212,mmlu_high_school_physics,Skipped (All Correct),0,0,
213,mmlu_high_school_physics,Skipped (All Correct),0,0,
214,mmlu_high_school_physics,Success,1,1,
215,mmlu_high_school_physics,Skipped (All Correct),0,0,
216,mmlu_high_school_physics,Success,1,1,
217,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
218,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
219,mmlu_high_school_physics,Success,4,2,
220,mmlu_high_school_physics,Success,3,1,
221,mmlu_high_school_physics,Skipped (All Correct),0,0,
222,mmlu_high_school_physics,Skipped (All Correct),0,0,
223,mmlu_high_school_physics,Success,2,2,
224,mmlu_high_school_physics,Success,4,1,
225,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
226,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
227,mmlu_high_school_physics,Success,1,1,
228,mmlu_high_school_physics,Success,3,2,
229,mmlu_high_school_physics,Success,1,1,
230,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
231,mmlu_high_school_physics,Skipped (All Correct),0,0,
232,mmlu_high_school_physics,Skipped (All Correct),0,0,
233,mmlu_high_school_physics,Failed (Verification),3,0,All candidates failed
234,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
235,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
236,mmlu_high_school_physics,Success,1,1,
237,mmlu_high_school_physics,Failed (Verification),2,0,All candidates failed
238,mmlu_high_school_physics,Success,1,1,
239,mmlu_high_school_physics,Skipped (All Correct),0,0,
240,mmlu_high_school_physics,Skipped (All Correct),0,0,
241,mmlu_high_school_physics,Skipped (All Correct),0,0,
242,mmlu_high_school_physics,Skipped (All Correct),0,0,
243,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
244,mmlu_high_school_physics,Skipped (All Correct),0,0,
245,mmlu_high_school_physics,Failed (Verification),3,0,All candidates failed
246,mmlu_high_school_physics,Success,1,1,
247,mmlu_high_school_physics,Success,5,3,
248,mmlu_high_school_physics,Skipped (All Correct),0,0,
249,mmlu_high_school_physics,Skipped (All Correct),0,0,
250,mmlu_high_school_physics,Skipped (All Correct),0,0,
251,mmlu_high_school_physics,Skipped (All Correct),0,0,
252,mmlu_high_school_physics,Success,1,1,
253,mmlu_high_school_physics,Skipped (All Correct),0,0,
254,mmlu_high_school_physics,Skipped (All Correct),0,0,
255,mmlu_high_school_physics,Success,5,3,
256,mmlu_high_school_physics,Success,5,1,
257,mmlu_high_school_physics,Skipped (All Correct),0,0,
258,mmlu_high_school_physics,Skipped (All Correct),0,0,
259,mmlu_high_school_physics,Failed (Verification),2,0,All candidates failed
260,mmlu_high_school_physics,Skipped (All Correct),0,0,
261,mmlu_high_school_physics,Skipped (All Correct),0,0,
262,mmlu_high_school_physics,Success,4,4,
263,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
264,mmlu_high_school_physics,Failed (Verification),5,0,All candidates failed
265,mmlu_high_school_physics,Skipped (All Correct),0,0,
266,mmlu_high_school_physics,Skipped (All Correct),0,0,
267,mmlu_high_school_physics,Success,5,1,
268,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
269,mmlu_high_school_physics,Success,1,1,
270,mmlu_high_school_physics,Skipped (All Correct),0,0,
271,mmlu_high_school_physics,Skipped (All Correct),0,0,
272,mmlu_high_school_physics,Skipped (All Correct),0,0,
273,mmlu_high_school_physics,Skipped (All Correct),0,0,
274,mmlu_high_school_physics,Skipped (All Correct),0,0,
275,mmlu_high_school_physics,Skipped (All Correct),0,0,
276,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
277,mmlu_high_school_physics,Success,1,1,
278,mmlu_high_school_physics,Skipped (All Correct),0,0,
279,mmlu_high_school_physics,Skipped (All Correct),0,0,
280,mmlu_high_school_physics,Success,1,1,
281,mmlu_high_school_physics,Success,4,1,
282,mmlu_high_school_physics,Success,4,2,
283,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
284,mmlu_high_school_physics,Skipped (All Correct),0,0,
285,mmlu_high_school_physics,Skipped (All Correct),0,0,
286,mmlu_high_school_physics,Skipped (All Correct),0,0,
287,mmlu_high_school_physics,Success,5,4,
288,mmlu_high_school_physics,Skipped (All Correct),0,0,
289,mmlu_high_school_physics,Success,4,4,
290,mmlu_high_school_physics,Success,4,3,
291,mmlu_high_school_physics,Skipped (All Correct),0,0,
292,mmlu_high_school_physics,Success,1,1,
293,mmlu_high_school_physics,Success,4,1,
294,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
295,mmlu_high_school_physics,Skipped (All Correct),0,0,
296,mmlu_high_school_physics,Skipped (All Correct),0,0,
297,mmlu_high_school_physics,Failed (Verification),1,0,All candidates failed
298,mmlu_high_school_physics,Failed (Verification),4,0,All candidates failed
299,mmlu_high_school_physics,Success,1,1,
300,mmlu_high_school_world_history,Success,5,3,
301,mmlu_high_school_world_history,Success,2,1,
302,mmlu_high_school_world_history,Skipped (All Correct),0,0,
303,mmlu_high_school_world_history,Success,2,2,
304,mmlu_high_school_world_history,Skipped (All Correct),0,0,
305,mmlu_high_school_world_history,Success,3,2,
306,mmlu_high_school_world_history,Skipped (All Correct),0,0,
307,mmlu_high_school_world_history,Skipped (All Correct),0,0,
308,mmlu_high_school_world_history,Skipped (All Correct),0,0,
309,mmlu_high_school_world_history,Skipped (All Correct),0,0,
310,mmlu_high_school_world_history,Skipped (All Correct),0,0,
311,mmlu_high_school_world_history,Skipped (All Correct),0,0,
312,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
313,mmlu_high_school_world_history,Skipped (All Correct),0,0,
314,mmlu_high_school_world_history,Success,2,1,
315,mmlu_high_school_world_history,Skipped (All Correct),0,0,
316,mmlu_high_school_world_history,Skipped (All Correct),0,0,
317,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
318,mmlu_high_school_world_history,Success,1,1,
319,mmlu_high_school_world_history,Skipped (All Correct),0,0,
320,mmlu_high_school_world_history,Skipped (All Correct),0,0,
321,mmlu_high_school_world_history,Skipped (All Correct),0,0,
322,mmlu_high_school_world_history,Skipped (All Correct),0,0,
323,mmlu_high_school_world_history,Skipped (All Correct),0,0,
324,mmlu_high_school_world_history,Success,5,2,
325,mmlu_high_school_world_history,Success,2,1,
326,mmlu_high_school_world_history,Skipped (All Correct),0,0,
327,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
328,mmlu_high_school_world_history,Skipped (All Correct),0,0,
329,mmlu_high_school_world_history,Skipped (All Correct),0,0,
330,mmlu_high_school_world_history,Skipped (All Correct),0,0,
331,mmlu_high_school_world_history,Success,1,1,
332,mmlu_high_school_world_history,Success,3,2,
333,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
334,mmlu_high_school_world_history,Skipped (All Correct),0,0,
335,mmlu_high_school_world_history,Success,2,2,
336,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
337,mmlu_high_school_world_history,Skipped (All Correct),0,0,
338,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
339,mmlu_high_school_world_history,Success,1,1,
340,mmlu_high_school_world_history,Skipped (All Correct),0,0,
341,mmlu_high_school_world_history,Skipped (All Correct),0,0,
342,mmlu_high_school_world_history,Success,2,1,
343,mmlu_high_school_world_history,Success,3,2,
344,mmlu_high_school_world_history,Skipped (All Correct),0,0,
345,mmlu_high_school_world_history,Skipped (All Correct),0,0,
346,mmlu_high_school_world_history,Failed (Verification),2,0,All candidates failed
347,mmlu_high_school_world_history,Skipped (All Correct),0,0,
348,mmlu_high_school_world_history,Skipped (All Correct),0,0,
349,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
350,mmlu_high_school_world_history,Success,5,1,
351,mmlu_high_school_world_history,Skipped (All Correct),0,0,
352,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
353,mmlu_high_school_world_history,Success,2,1,
354,mmlu_high_school_world_history,Skipped (All Correct),0,0,
355,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
356,mmlu_high_school_world_history,Success,1,1,
357,mmlu_high_school_world_history,Skipped (All Correct),0,0,
358,mmlu_high_school_world_history,Skipped (All Correct),0,0,
359,mmlu_high_school_world_history,Skipped (All Correct),0,0,
360,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
361,mmlu_high_school_world_history,Success,2,2,
362,mmlu_high_school_world_history,Failed (Verification),3,0,All candidates failed
363,mmlu_high_school_world_history,Skipped (All Correct),0,0,
364,mmlu_high_school_world_history,Skipped (All Correct),0,0,
365,mmlu_high_school_world_history,Success,2,2,
366,mmlu_high_school_world_history,Skipped (All Correct),0,0,
367,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
368,mmlu_high_school_world_history,Success,2,1,
369,mmlu_high_school_world_history,Success,1,1,
370,mmlu_high_school_world_history,Skipped (All Correct),0,0,
371,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
372,mmlu_high_school_world_history,Success,3,1,
373,mmlu_high_school_world_history,Skipped (All Correct),0,0,
374,mmlu_high_school_world_history,Skipped (All Correct),0,0,
375,mmlu_high_school_world_history,Success,1,1,
376,mmlu_high_school_world_history,Skipped (All Correct),0,0,
377,mmlu_high_school_world_history,Skipped (All Correct),0,0,
378,mmlu_high_school_world_history,Skipped (All Correct),0,0,
379,mmlu_high_school_world_history,Success,1,1,
380,mmlu_high_school_world_history,Skipped (All Correct),0,0,
381,mmlu_high_school_world_history,Skipped (All Correct),0,0,
382,mmlu_high_school_world_history,Success,2,2,
383,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
384,mmlu_high_school_world_history,Skipped (All Correct),0,0,
385,mmlu_high_school_world_history,Skipped (All Correct),0,0,
386,mmlu_high_school_world_history,Skipped (All Correct),0,0,
387,mmlu_high_school_world_history,Success,2,2,
388,mmlu_high_school_world_history,Success,3,1,
389,mmlu_high_school_world_history,Skipped (All Correct),0,0,
390,mmlu_high_school_world_history,Skipped (All Correct),0,0,
391,mmlu_high_school_world_history,Success,4,3,
392,mmlu_high_school_world_history,Success,3,3,
393,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
394,mmlu_high_school_world_history,Skipped (All Correct),0,0,
395,mmlu_high_school_world_history,Skipped (All Correct),0,0,
396,mmlu_high_school_world_history,Success,3,2,
397,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
398,mmlu_high_school_world_history,Skipped (All Correct),0,0,
399,mmlu_high_school_world_history,Success,2,1,
400,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
401,mmlu_business_ethics,Success,2,1,
402,mmlu_business_ethics,Skipped (All Correct),0,0,
403,mmlu_business_ethics,Skipped (All Correct),0,0,
404,mmlu_business_ethics,Skipped (All Correct),0,0,
405,mmlu_business_ethics,Skipped (All Correct),0,0,
406,mmlu_business_ethics,Success,3,2,
407,mmlu_business_ethics,Skipped (All Correct),0,0,
408,mmlu_business_ethics,Success,5,1,
409,mmlu_business_ethics,Success,3,1,
410,mmlu_business_ethics,Skipped (All Correct),0,0,
411,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
412,mmlu_business_ethics,Skipped (All Correct),0,0,
