id,source,status,initial_wrong,verified_success,note
225,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
226,mmlu_anatomy,Skipped (All Correct),0,0,
227,mmlu_anatomy,Skipped (All Correct),0,0,
228,mmlu_anatomy,Skipped (All Correct),0,0,
229,mmlu_anatomy,Success,3,2,
230,mmlu_anatomy,Skipped (All Correct),0,0,
231,mmlu_anatomy,Skipped (All Correct),0,0,
232,mmlu_anatomy,Skipped (All Correct),0,0,
233,mmlu_anatomy,Skipped (All Correct),0,0,
234,mmlu_anatomy,Success,5,1,
235,mmlu_astronomy,Skipped (All Correct),0,0,
236,mmlu_astronomy,Skipped (All Correct),0,0,
237,mmlu_astronomy,Skipped (All Correct),0,0,
238,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
239,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
240,mmlu_astronomy,Skipped (All Correct),0,0,
241,mmlu_astronomy,Skipped (All Correct),0,0,
242,mmlu_astronomy,Skipped (All Correct),0,0,
243,mmlu_astronomy,Skipped (All Correct),0,0,
244,mmlu_astronomy,Skipped (All Correct),0,0,
245,mmlu_astronomy,Success,3,3,
246,mmlu_astronomy,Skipped (All Correct),0,0,
247,mmlu_astronomy,Skipped (All Correct),0,0,
248,mmlu_astronomy,Skipped (All Correct),0,0,
249,mmlu_astronomy,Success,1,1,
250,mmlu_astronomy,Skipped (All Correct),0,0,
251,mmlu_astronomy,Skipped (All Correct),0,0,
252,mmlu_astronomy,Success,1,1,
253,mmlu_astronomy,Skipped (All Correct),0,0,
254,mmlu_astronomy,Success,1,1,
255,mmlu_astronomy,Skipped (All Correct),0,0,
256,mmlu_astronomy,Skipped (All Correct),0,0,
257,mmlu_astronomy,Success,5,1,
258,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
259,mmlu_astronomy,Success,2,2,
260,mmlu_astronomy,Skipped (All Correct),0,0,
261,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
262,mmlu_astronomy,Skipped (All Correct),0,0,
263,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
264,mmlu_astronomy,Skipped (All Correct),0,0,
265,mmlu_astronomy,Skipped (All Correct),0,0,
266,mmlu_astronomy,Skipped (All Correct),0,0,
267,mmlu_astronomy,Success,2,2,
268,mmlu_astronomy,Success,3,3,
269,mmlu_astronomy,Skipped (All Correct),0,0,
270,mmlu_astronomy,Skipped (All Correct),0,0,
271,mmlu_astronomy,Skipped (All Correct),0,0,
272,mmlu_astronomy,Skipped (All Correct),0,0,
273,mmlu_astronomy,Success,2,1,
274,mmlu_astronomy,Success,2,1,
275,mmlu_astronomy,Success,1,1,
276,mmlu_astronomy,Skipped (All Correct),0,0,
277,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
278,mmlu_astronomy,Success,3,3,
279,mmlu_astronomy,Success,3,1,
280,mmlu_astronomy,Skipped (All Correct),0,0,
281,mmlu_astronomy,Skipped (All Correct),0,0,
282,mmlu_astronomy,Success,4,1,
283,mmlu_astronomy,Skipped (All Correct),0,0,
284,mmlu_astronomy,Skipped (All Correct),0,0,
285,mmlu_astronomy,Success,5,1,
286,mmlu_astronomy,Success,1,1,
287,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
288,mmlu_astronomy,Success,5,3,
289,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
290,mmlu_astronomy,Skipped (All Correct),0,0,
291,mmlu_astronomy,Skipped (All Correct),0,0,
292,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
293,mmlu_astronomy,Success,2,1,
294,mmlu_astronomy,Skipped (All Correct),0,0,
295,mmlu_astronomy,Skipped (All Correct),0,0,
296,mmlu_astronomy,Skipped (All Correct),0,0,
297,mmlu_astronomy,Skipped (All Correct),0,0,
298,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
299,mmlu_astronomy,Success,2,1,
300,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
301,mmlu_astronomy,Success,1,1,
302,mmlu_astronomy,Skipped (All Correct),0,0,
303,mmlu_astronomy,Success,1,1,
304,mmlu_astronomy,Skipped (All Correct),0,0,
305,mmlu_astronomy,Skipped (All Correct),0,0,
306,mmlu_astronomy,Skipped (All Correct),0,0,
307,mmlu_astronomy,Skipped (All Correct),0,0,
308,mmlu_astronomy,Skipped (All Correct),0,0,
309,mmlu_astronomy,Success,1,1,
310,mmlu_astronomy,Success,5,3,
311,mmlu_astronomy,Skipped (All Correct),0,0,
312,mmlu_astronomy,Success,5,1,
313,mmlu_astronomy,Skipped (All Correct),0,0,
314,mmlu_astronomy,Success,3,1,
315,mmlu_astronomy,Success,1,1,
316,mmlu_astronomy,Skipped (All Correct),0,0,
317,mmlu_astronomy,Skipped (All Correct),0,0,
318,mmlu_astronomy,Success,4,3,
319,mmlu_astronomy,Skipped (All Correct),0,0,
320,mmlu_astronomy,Skipped (All Correct),0,0,
321,mmlu_astronomy,Skipped (All Correct),0,0,
322,mmlu_astronomy,Success,3,1,
323,mmlu_astronomy,Success,4,2,
324,mmlu_astronomy,Skipped (All Correct),0,0,
325,mmlu_astronomy,Skipped (All Correct),0,0,
326,mmlu_astronomy,Success,5,1,
327,mmlu_astronomy,Skipped (All Correct),0,0,
328,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
329,mmlu_astronomy,Success,5,2,
330,mmlu_astronomy,Skipped (All Correct),0,0,
331,mmlu_astronomy,Skipped (All Correct),0,0,
332,mmlu_astronomy,Skipped (All Correct),0,0,
333,mmlu_astronomy,Success,1,1,
334,mmlu_astronomy,Skipped (All Correct),0,0,
335,mmlu_astronomy,Success,1,1,
336,mmlu_astronomy,Success,4,2,
337,mmlu_astronomy,Skipped (All Correct),0,0,
338,mmlu_astronomy,Success,1,1,
339,mmlu_astronomy,Skipped (All Correct),0,0,
340,mmlu_astronomy,Skipped (All Correct),0,0,
341,mmlu_astronomy,Skipped (All Correct),0,0,
342,mmlu_astronomy,Skipped (All Correct),0,0,
343,mmlu_astronomy,Skipped (All Correct),0,0,
344,mmlu_astronomy,Skipped (All Correct),0,0,
345,mmlu_astronomy,Skipped (All Correct),0,0,
346,mmlu_astronomy,Skipped (All Correct),0,0,
347,mmlu_astronomy,Skipped (All Correct),0,0,
348,mmlu_astronomy,Skipped (All Correct),0,0,
349,mmlu_astronomy,Skipped (All Correct),0,0,
350,mmlu_astronomy,Skipped (All Correct),0,0,
351,mmlu_astronomy,Success,1,1,
352,mmlu_astronomy,Skipped (All Correct),0,0,
353,mmlu_astronomy,Skipped (All Correct),0,0,
354,mmlu_astronomy,Skipped (All Correct),0,0,
355,mmlu_astronomy,Skipped (All Correct),0,0,
356,mmlu_astronomy,Skipped (All Correct),0,0,
357,mmlu_astronomy,Skipped (All Correct),0,0,
358,mmlu_astronomy,Skipped (All Correct),0,0,
359,mmlu_astronomy,Skipped (All Correct),0,0,
360,mmlu_astronomy,Skipped (All Correct),0,0,
361,mmlu_astronomy,Success,5,3,
362,mmlu_astronomy,Skipped (All Correct),0,0,
363,mmlu_astronomy,Skipped (All Correct),0,0,
364,mmlu_astronomy,Success,1,1,
365,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
366,mmlu_astronomy,Skipped (All Correct),0,0,
367,mmlu_astronomy,Skipped (All Correct),0,0,
368,mmlu_astronomy,Skipped (All Correct),0,0,
369,mmlu_astronomy,Success,1,1,
370,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
371,mmlu_astronomy,Success,1,1,
372,mmlu_astronomy,Skipped (All Correct),0,0,
373,mmlu_astronomy,Skipped (All Correct),0,0,
374,mmlu_astronomy,Success,1,1,
375,mmlu_astronomy,Success,1,1,
376,mmlu_astronomy,Skipped (All Correct),0,0,
377,mmlu_astronomy,Success,1,1,
378,mmlu_astronomy,Skipped (All Correct),0,0,
379,mmlu_astronomy,Skipped (All Correct),0,0,
380,mmlu_astronomy,Skipped (All Correct),0,0,
381,mmlu_astronomy,Skipped (All Correct),0,0,
382,mmlu_astronomy,Success,1,1,
383,mmlu_astronomy,Skipped (All Correct),0,0,
384,mmlu_astronomy,Success,5,3,
385,mmlu_astronomy,Skipped (All Correct),0,0,
386,mmlu_astronomy,Skipped (All Correct),0,0,
387,mmlu_business_ethics,Success,2,2,
388,mmlu_business_ethics,Skipped (All Correct),0,0,
389,mmlu_business_ethics,Skipped (All Correct),0,0,
390,mmlu_business_ethics,Skipped (All Correct),0,0,
391,mmlu_business_ethics,Skipped (All Correct),0,0,
392,mmlu_business_ethics,Skipped (All Correct),0,0,
393,mmlu_business_ethics,Success,2,2,
394,mmlu_business_ethics,Skipped (All Correct),0,0,
395,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
396,mmlu_business_ethics,Success,3,1,
397,mmlu_business_ethics,Skipped (All Correct),0,0,
398,mmlu_business_ethics,Success,1,1,
399,mmlu_business_ethics,Skipped (All Correct),0,0,
400,mmlu_business_ethics,Skipped (All Correct),0,0,
401,mmlu_business_ethics,Skipped (All Correct),0,0,
402,mmlu_business_ethics,Skipped (All Correct),0,0,
403,mmlu_business_ethics,Success,1,1,
404,mmlu_business_ethics,Skipped (All Correct),0,0,
405,mmlu_business_ethics,Skipped (All Correct),0,0,
406,mmlu_business_ethics,Success,1,1,
407,mmlu_business_ethics,Success,5,1,
408,mmlu_business_ethics,Skipped (All Correct),0,0,
409,mmlu_business_ethics,Skipped (All Correct),0,0,
410,mmlu_business_ethics,Success,2,2,
411,mmlu_business_ethics,Skipped (All Correct),0,0,
412,mmlu_business_ethics,Success,1,1,
413,mmlu_business_ethics,Skipped (All Correct),0,0,
414,mmlu_business_ethics,Skipped (All Correct),0,0,
415,mmlu_business_ethics,Success,2,2,
416,mmlu_business_ethics,Skipped (All Correct),0,0,
417,mmlu_business_ethics,Skipped (All Correct),0,0,
418,mmlu_business_ethics,Skipped (All Correct),0,0,
419,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
420,mmlu_business_ethics,Skipped (All Correct),0,0,
421,mmlu_business_ethics,Skipped (All Correct),0,0,
422,mmlu_business_ethics,Success,1,1,
423,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
424,mmlu_business_ethics,Skipped (All Correct),0,0,
425,mmlu_business_ethics,Skipped (All Correct),0,0,
426,mmlu_business_ethics,Skipped (All Correct),0,0,
427,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
428,mmlu_business_ethics,Success,2,2,
429,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
430,mmlu_business_ethics,Skipped (All Correct),0,0,
431,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
432,mmlu_business_ethics,Skipped (All Correct),0,0,
433,mmlu_business_ethics,Success,5,2,
434,mmlu_business_ethics,Skipped (All Correct),0,0,
435,mmlu_business_ethics,Skipped (All Correct),0,0,
436,mmlu_business_ethics,Skipped (All Correct),0,0,
437,mmlu_business_ethics,Skipped (All Correct),0,0,
438,mmlu_business_ethics,Success,4,1,
439,mmlu_business_ethics,Skipped (All Correct),0,0,
440,mmlu_business_ethics,Skipped (All Correct),0,0,
441,mmlu_business_ethics,Skipped (All Correct),0,0,
442,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
443,mmlu_business_ethics,Skipped (All Correct),0,0,
444,mmlu_business_ethics,Success,1,1,
445,mmlu_business_ethics,Success,1,1,
446,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
447,mmlu_business_ethics,Skipped (All Correct),0,0,
448,mmlu_business_ethics,Skipped (All Correct),0,0,
449,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
450,mmlu_business_ethics,Skipped (All Correct),0,0,
451,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
452,mmlu_business_ethics,Success,2,2,
453,mmlu_business_ethics,Skipped (All Correct),0,0,
454,mmlu_business_ethics,Skipped (All Correct),0,0,
455,mmlu_business_ethics,Skipped (All Correct),0,0,
456,mmlu_business_ethics,Success,4,1,
457,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
458,mmlu_business_ethics,Success,5,1,
459,mmlu_business_ethics,Skipped (All Correct),0,0,
460,mmlu_business_ethics,Success,4,1,
461,mmlu_business_ethics,Success,2,1,
462,mmlu_business_ethics,Skipped (All Correct),0,0,
463,mmlu_business_ethics,Success,1,1,
464,mmlu_business_ethics,Skipped (All Correct),0,0,
465,mmlu_business_ethics,Skipped (All Correct),0,0,
466,mmlu_business_ethics,Success,1,1,
467,mmlu_business_ethics,Success,4,1,
468,mmlu_business_ethics,Skipped (All Correct),0,0,
469,mmlu_business_ethics,Skipped (All Correct),0,0,
470,mmlu_business_ethics,Success,3,1,
471,mmlu_business_ethics,Success,5,1,
472,mmlu_business_ethics,Skipped (All Correct),0,0,
473,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
474,mmlu_business_ethics,Skipped (All Correct),0,0,
475,mmlu_business_ethics,Skipped (All Correct),0,0,
476,mmlu_business_ethics,Skipped (All Correct),0,0,
477,mmlu_business_ethics,Success,5,2,
478,mmlu_business_ethics,Success,3,1,
479,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
480,mmlu_business_ethics,Success,1,1,
481,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
482,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
483,mmlu_business_ethics,Skipped (All Correct),0,0,
484,mmlu_business_ethics,Success,4,1,
485,mmlu_business_ethics,Skipped (All Correct),0,0,
486,mmlu_business_ethics,Skipped (All Correct),0,0,
487,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
488,mmlu_clinical_knowledge,Success,1,1,
489,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
490,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
491,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
492,mmlu_clinical_knowledge,Success,4,3,
493,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
494,mmlu_clinical_knowledge,Success,3,2,
495,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
496,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
497,mmlu_clinical_knowledge,Success,1,1,
498,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
499,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
500,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
501,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
502,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
503,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
504,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
505,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
506,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
507,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
508,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
509,mmlu_clinical_knowledge,Success,5,1,
510,mmlu_clinical_knowledge,Success,1,1,
511,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
512,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
513,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
514,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
515,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
516,mmlu_clinical_knowledge,Success,3,2,
517,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
518,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
519,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
520,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
521,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
522,mmlu_clinical_knowledge,Success,1,1,
523,mmlu_clinical_knowledge,Success,2,1,
524,mmlu_clinical_knowledge,Success,3,3,
525,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
526,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
